timestamp,output_file_timestamp_utc,price_data.spot_price_usd,price_data.ohlc_interval,price_data.ohlc_last_close_usd,price_data.rolling_volatility_annualized,price_data.market_cap_usd,price_data.fdv_usd,price_data.source,price_data.as_of,volume_data.volume_24h_usd,volume_data.volume_change_pct_vs_prev_window,volume_data.volume_spike_detected,volume_data.source,volume_data.as_of,liquidity_data.best_bid,liquidity_data.best_ask,liquidity_data.spread_abs,liquidity_data.spread_pct,liquidity_data.order_book_depth_usd,liquidity_data.buy_wall_usd_top10,liquidity_data.sell_wall_usd_top10,liquidity_data.buy_sell_pressure_ratio,liquidity_data.slippage_pct_for_notional,liquidity_data.real_time_trade_flow_note,liquidity_data.source,liquidity_data.as_of,derivatives_data.open_interest_usd,derivatives_data.funding_rate,derivatives_data.recent_liquidations_usd,derivatives_data.options_implied_volatility,derivatives_data.put_call_ratio,derivatives_data.max_pain,derivatives_data.source,derivatives_data.as_of,on_chain_data.transaction_count,on_chain_data.active_addresses,on_chain_data.hash_rate,on_chain_data.circulating_supply_btc,on_chain_data.exchange_inflow_btc,on_chain_data.exchange_outflow_btc,on_chain_data.dormant_supply_ratio,on_chain_data.whale_movement_note,on_chain_data.source,on_chain_data.as_of,sentiment_data.fear_greed_value,sentiment_data.fear_greed_classification,sentiment_data.social_sentiment_score,sentiment_data.social_volume,sentiment_data.news_sentiment_score,sentiment_data.source,sentiment_data.as_of,macro_data.corr_btc_spx,macro_data.corr_btc_gold,macro_data.corr_btc_qqq,macro_data.etf_net_flow_usd,macro_data.etf_flow_note,macro_data.source,macro_data.as_of,signals.high_open_interest,signals.extreme_funding,signals.exchange_outflow_bullish,signals.low_liquidity_warning,signals.volume_spike,source_health.binance_spot_ticker.status,source_health.binance_spot_ticker.message,source_health.binance_spot_ticker.last_updated,source_health.binance_spot_ticker.latency_ms,source_health.binance_spot_klines.status,source_health.binance_spot_klines.message,source_health.binance_spot_klines.last_updated,source_health.binance_spot_klines.latency_ms,source_health.binance_spot_depth.status,source_health.binance_spot_depth.message,source_health.binance_spot_depth.last_updated,source_health.binance_spot_depth.latency_ms,source_health.binance_spot_trades.status,source_health.binance_spot_trades.message,source_health.binance_spot_trades.last_updated,source_health.binance_spot_trades.latency_ms,source_health.coinbase_spot_ticker.status,source_health.coinbase_spot_ticker.message,source_health.coinbase_spot_ticker.last_updated,source_health.coinbase_spot_ticker.latency_ms,source_health.coinbase_spot_candles.status,source_health.coinbase_spot_candles.message,source_health.coinbase_spot_candles.last_updated,source_health.coinbase_spot_candles.latency_ms,source_health.coinbase_spot_book.status,source_health.coinbase_spot_book.message,source_health.coinbase_spot_book.last_updated,source_health.coinbase_spot_book.latency_ms,source_health.coinbase_spot_trades.status,source_health.coinbase_spot_trades.message,source_health.coinbase_spot_trades.last_updated,source_health.coinbase_spot_trades.latency_ms,source_health.binance_pair_volumes.status,source_health.binance_pair_volumes.message,source_health.binance_pair_volumes.last_updated,source_health.binance_pair_volumes.latency_ms,source_health.coingecko_markets.status,source_health.coingecko_markets.message,source_health.coingecko_markets.last_updated,source_health.coingecko_markets.latency_ms,source_health.binance_futures_open_interest.status,source_health.binance_futures_open_interest.message,source_health.binance_futures_open_interest.last_updated,source_health.binance_futures_open_interest.latency_ms,source_health.binance_futures_funding.status,source_health.binance_futures_funding.message,source_health.binance_futures_funding.last_updated,source_health.binance_futures_funding.latency_ms,source_health.binance_futures_liquidations.status,source_health.binance_futures_liquidations.message,source_health.binance_futures_liquidations.last_updated,source_health.binance_futures_liquidations.latency_ms,source_health.blockchaincom_transactions.status,source_health.blockchaincom_transactions.message,source_health.blockchaincom_transactions.last_updated,source_health.blockchaincom_transactions.latency_ms,source_health.blockchaincom_hashrate.status,source_health.blockchaincom_hashrate.message,source_health.blockchaincom_hashrate.last_updated,source_health.blockchaincom_hashrate.latency_ms,source_health.alternative_fng.status,source_health.alternative_fng.message,source_health.alternative_fng.last_updated,source_health.alternative_fng.latency_ms,source_health.coingecko_btc_series.status,source_health.coingecko_btc_series.message,source_health.coingecko_btc_series.last_updated,source_health.coingecko_btc_series.latency_ms,source_health.fred_sp500.status,source_health.fred_sp500.message,source_health.fred_sp500.last_updated,source_health.fred_sp500.latency_ms,source_health.fred_gold.status,source_health.fred_gold.message,source_health.fred_gold.last_updated,source_health.fred_gold.latency_ms,source_health.fred_nasdaq.status,source_health.fred_nasdaq.message,source_health.fred_nasdaq.last_updated,source_health.fred_nasdaq.latency_ms
2026-04-29T05:33:05.033298+00:00,20260429T053310Z,77296.72,1h,77231.45,0.2231553947075807,1546411330343.0,1546411330343.0,coinbase_spot_ticker,2026-04-29T05:33:10.596825+00:00,536688753.8524385,-16.846132910095797,False,coinbase_spot_ticker,2026-04-29T05:33:10.596827+00:00,77296.72,77296.73,0.00999999999476131,1.2937157878168082e-05,154613.3777297255,49486.4875011775,29250.4554837156,0.5616255942637097,0.016486888607836113,Estimated from recent Binance trades; proxy only.,coinbase_spot_book+trades,2026-04-29T05:33:10.651899+00:00,,,,,,,binance_futures_public,2026-04-29T05:33:10.651918+00:00,566274.0,,936923644.3419911,20022165.0,,,,"TODO: integrate Glassnode/CryptoQuant/Santiment for exchange flows, dormant supply, whale movements.",coingecko_markets,2026-04-29T05:33:10.651914+00:00,26.0,Fear,,,,alternative_fng,2026-04-29T05:33:10.651924+00:00,-0.051698040332016845,,-0.0054615777979373755,,"TODO: integrate reliable ETF flow feed (e.g., issuer reports/paid aggregators) for robust daily net flows.",coingecko+fred,2026-04-29T05:33:10.659062+00:00,,,,False,False,error,HTTP 451 (no retry),2026-04-29T05:33:05.411681+00:00,241.37,error,HTTP 451 (no retry),2026-04-29T05:33:05.438839+00:00,27.12,error,HTTP 451 (no retry),2026-04-29T05:33:05.462139+00:00,23.27,error,HTTP 451 (no retry),2026-04-29T05:33:05.480559+00:00,18.38,ok,fetched successfully,2026-04-29T05:33:05.639695+00:00,158.97,ok,fetched successfully,2026-04-29T05:33:05.672160+00:00,32.01,ok,fetched successfully,2026-04-29T05:33:05.902090+00:00,214.67,ok,fetched successfully,2026-04-29T05:33:05.957917+00:00,54.54,error,HTTP 451 (no retry),2026-04-29T05:33:05.978993+00:00,21.05,ok,fetched successfully,2026-04-29T05:33:06.139243+00:00,160.13,error,HTTP 451 (no retry),2026-04-29T05:33:06.455471+00:00,316.13,error,HTTP 451 (no retry),2026-04-29T05:33:06.489868+00:00,34.28,error,HTTP 451 (no retry),2026-04-29T05:33:06.516864+00:00,26.96,ok,fetched successfully,2026-04-29T05:33:07.447894+00:00,930.92,ok,fetched successfully,2026-04-29T05:33:08.054610+00:00,606.52,ok,fetched successfully,2026-04-29T05:33:08.316918+00:00,262.18,ok,fetched successfully,2026-04-29T05:33:08.392057+00:00,74.18,ok,fetched successfully,2026-04-29T05:33:08.721768+00:00,293.11,error,HTTP 404 (no retry),2026-04-29T05:33:08.928251+00:00,184.95,ok,fetched successfully,2026-04-29T05:33:10.579363+00:00,1650.77
