timestamp,output_file_timestamp_utc,price_data.spot_price_usd,price_data.ohlc_interval,price_data.ohlc_last_close_usd,price_data.rolling_volatility_annualized,price_data.market_cap_usd,price_data.fdv_usd,price_data.source,price_data.as_of,volume_data.volume_24h_usd,volume_data.volume_change_pct_vs_prev_window,volume_data.volume_spike_detected,volume_data.source,volume_data.as_of,liquidity_data.best_bid,liquidity_data.best_ask,liquidity_data.spread_abs,liquidity_data.spread_pct,liquidity_data.order_book_depth_usd,liquidity_data.buy_wall_usd_top10,liquidity_data.sell_wall_usd_top10,liquidity_data.buy_sell_pressure_ratio,liquidity_data.slippage_pct_for_notional,liquidity_data.real_time_trade_flow_note,liquidity_data.source,liquidity_data.as_of,derivatives_data.open_interest_usd,derivatives_data.funding_rate,derivatives_data.recent_liquidations_usd,derivatives_data.options_implied_volatility,derivatives_data.put_call_ratio,derivatives_data.max_pain,derivatives_data.source,derivatives_data.as_of,on_chain_data.transaction_count,on_chain_data.active_addresses,on_chain_data.hash_rate,on_chain_data.circulating_supply_btc,on_chain_data.exchange_inflow_btc,on_chain_data.exchange_outflow_btc,on_chain_data.dormant_supply_ratio,on_chain_data.whale_movement_note,on_chain_data.source,on_chain_data.as_of,sentiment_data.fear_greed_value,sentiment_data.fear_greed_classification,sentiment_data.social_sentiment_score,sentiment_data.social_volume,sentiment_data.news_sentiment_score,sentiment_data.source,sentiment_data.as_of,macro_data.corr_btc_spx,macro_data.corr_btc_gold,macro_data.corr_btc_qqq,macro_data.etf_net_flow_usd,macro_data.etf_flow_note,macro_data.source,macro_data.as_of,signals.high_open_interest,signals.extreme_funding,signals.exchange_outflow_bullish,signals.low_liquidity_warning,signals.volume_spike,source_health.binance_spot_ticker.status,source_health.binance_spot_ticker.message,source_health.binance_spot_ticker.last_updated,source_health.binance_spot_ticker.latency_ms,source_health.binance_spot_klines.status,source_health.binance_spot_klines.message,source_health.binance_spot_klines.last_updated,source_health.binance_spot_klines.latency_ms,source_health.binance_spot_depth.status,source_health.binance_spot_depth.message,source_health.binance_spot_depth.last_updated,source_health.binance_spot_depth.latency_ms,source_health.binance_spot_trades.status,source_health.binance_spot_trades.message,source_health.binance_spot_trades.last_updated,source_health.binance_spot_trades.latency_ms,source_health.coinbase_spot_ticker.status,source_health.coinbase_spot_ticker.message,source_health.coinbase_spot_ticker.last_updated,source_health.coinbase_spot_ticker.latency_ms,source_health.coinbase_spot_candles.status,source_health.coinbase_spot_candles.message,source_health.coinbase_spot_candles.last_updated,source_health.coinbase_spot_candles.latency_ms,source_health.coinbase_spot_book.status,source_health.coinbase_spot_book.message,source_health.coinbase_spot_book.last_updated,source_health.coinbase_spot_book.latency_ms,source_health.coinbase_spot_trades.status,source_health.coinbase_spot_trades.message,source_health.coinbase_spot_trades.last_updated,source_health.coinbase_spot_trades.latency_ms,source_health.binance_pair_volumes.status,source_health.binance_pair_volumes.message,source_health.binance_pair_volumes.last_updated,source_health.binance_pair_volumes.latency_ms,source_health.coingecko_markets.status,source_health.coingecko_markets.message,source_health.coingecko_markets.last_updated,source_health.coingecko_markets.latency_ms,source_health.binance_futures_open_interest.status,source_health.binance_futures_open_interest.message,source_health.binance_futures_open_interest.last_updated,source_health.binance_futures_open_interest.latency_ms,source_health.binance_futures_funding.status,source_health.binance_futures_funding.message,source_health.binance_futures_funding.last_updated,source_health.binance_futures_funding.latency_ms,source_health.binance_futures_liquidations.status,source_health.binance_futures_liquidations.message,source_health.binance_futures_liquidations.last_updated,source_health.binance_futures_liquidations.latency_ms,source_health.blockchaincom_transactions.status,source_health.blockchaincom_transactions.message,source_health.blockchaincom_transactions.last_updated,source_health.blockchaincom_transactions.latency_ms,source_health.blockchaincom_hashrate.status,source_health.blockchaincom_hashrate.message,source_health.blockchaincom_hashrate.last_updated,source_health.blockchaincom_hashrate.latency_ms,source_health.alternative_fng.status,source_health.alternative_fng.message,source_health.alternative_fng.last_updated,source_health.alternative_fng.latency_ms,source_health.coingecko_btc_series.status,source_health.coingecko_btc_series.message,source_health.coingecko_btc_series.last_updated,source_health.coingecko_btc_series.latency_ms,source_health.fred_sp500.status,source_health.fred_sp500.message,source_health.fred_sp500.last_updated,source_health.fred_sp500.latency_ms,source_health.fred_gold.status,source_health.fred_gold.message,source_health.fred_gold.last_updated,source_health.fred_gold.latency_ms
2026-04-30T03:04:34.579138+00:00,20260430T030440Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,HTTP 451 (no retry),2026-04-30T03:04:34.886378+00:00,267.11,error,HTTP 451 (no retry),2026-04-30T03:04:34.909714+00:00,23.24,error,HTTP 451 (no retry),2026-04-30T03:04:34.935511+00:00,25.76,error,HTTP 451 (no retry),2026-04-30T03:04:34.959527+00:00,23.98,ok,fetched successfully,2026-04-30T03:04:35.135591+00:00,175.94,ok,fetched successfully,2026-04-30T03:04:35.185424+00:00,49.14,ok,fetched successfully,2026-04-30T03:04:35.504318+00:00,298.73,ok,fetched successfully,2026-04-30T03:04:35.568752+00:00,62.38,error,HTTP 451 (no retry),2026-04-30T03:04:35.594272+00:00,25.48,ok,fetched successfully,2026-04-30T03:04:35.771372+00:00,177.02,error,HTTP 451 (no retry),2026-04-30T03:04:36.024043+00:00,252.64,error,HTTP 451 (no retry),2026-04-30T03:04:36.051128+00:00,26.97,error,HTTP 451 (no retry),2026-04-30T03:04:36.076515+00:00,25.35,ok,fetched successfully,2026-04-30T03:04:36.858042+00:00,781.33,ok,fetched successfully,2026-04-30T03:04:36.987458+00:00,129.19,ok,fetched successfully,2026-04-30T03:04:38.284856+00:00,1297.24,ok,fetched successfully,2026-04-30T03:04:38.391916+00:00,105.44,ok,fetched successfully,2026-04-30T03:04:38.714478+00:00,292.5,error,HTTP 404 (no retry),2026-04-30T03:04:38.887080+00:00,147.16
