timestamp,event_title,contract_ticker,contract_title,target_time_edt,time_to_expiry_minutes,current_btc_price,strike_price,direction,selected_horizon,market_yes_probability,market_no_probability,model_yes_probability,model_no_probability,yes_edge,no_edge,confidence,recommendation,liquidity_score,bid_ask_spread,mapping_confidence,key_drivers,warnings,rank_score
2026-05-30T21:22:11.195057+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T75099.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,75099.99,above,60m,0.005,0.995,0.1731,0.8269,0.1681,-0.1681,0.3373,NO TRADE,0.505,0.01,0.75,"Strike within 2% of spot; blended CDF (0.000) with directional (0.173). | Above contract: model YES = P(above strike) = 0.173. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 17 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.195256+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74999.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74999.99,above,60m,0.005,0.995,0.1731,0.8269,0.1681,-0.1681,0.3373,NO TRADE,0.505,0.01,0.75,"Strike within 2% of spot; blended CDF (0.000) with directional (0.173). | Above contract: model YES = P(above strike) = 0.173. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 17 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.195454+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74899.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74899.99,above,60m,0.005,0.995,0.1731,0.8269,0.1681,-0.1681,0.3373,NO TRADE,0.505,0.01,0.75,"Strike within 2% of spot; blended CDF (0.000) with directional (0.173). | Above contract: model YES = P(above strike) = 0.173. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 17 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.195648+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74799.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74799.99,above,60m,0.005,0.995,0.1731,0.8269,0.1681,-0.1681,0.3373,NO TRADE,0.505,0.01,0.75,"Strike within 2% of spot; blended CDF (0.000) with directional (0.173). | Above contract: model YES = P(above strike) = 0.173. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 17 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.195824+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74699.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74699.99,above,60m,0.005,0.995,0.1731,0.8269,0.1681,-0.1681,0.3373,NO TRADE,0.505,0.01,0.75,"Strike within 2% of spot; blended CDF (0.000) with directional (0.173). | Above contract: model YES = P(above strike) = 0.173. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 17 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.196001+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74599.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74599.99,above,60m,0.01,0.99,0.1732,0.8268,0.1632,-0.1632,0.3372,NO TRADE,0.46,0.02,0.75,"Strike within 2% of spot; blended CDF (0.000) with directional (0.173). | Above contract: model YES = P(above strike) = 0.173. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 16 percentage points above market YES price.",multiple prices in title; using first/strike match | liquidity score 0.46 below min 0.50 | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.196183+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74499.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74499.99,above,60m,0.01,0.99,0.1739,0.8261,0.1639,-0.1639,0.3372,NO TRADE,0.46,0.02,0.75,"Strike within 2% of spot; blended CDF (0.003) with directional (0.173). | Above contract: model YES = P(above strike) = 0.174. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 16 percentage points above market YES price.",multiple prices in title; using first/strike match | liquidity score 0.46 below min 0.50 | confidence 0.34 below threshold 0.65,0.0
2026-05-30T21:22:11.196361+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74399.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74399.99,above,60m,0.005,0.995,0.1775,0.8225,0.1725,-0.1725,0.3486,NO TRADE,0.84,0.01,0.75,"Strike within 2% of spot; blended CDF (0.016) with directional (0.173). | Above contract: model YES = P(above strike) = 0.177. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 17 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.35 below threshold 0.65,0.0
2026-05-30T21:22:11.196537+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74299.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74299.99,above,60m,0.005,0.995,0.1899,0.8101,0.1849,-0.1849,0.3481,NO TRADE,0.823,0.01,0.75,"Strike within 2% of spot; blended CDF (0.060) with directional (0.173). | Above contract: model YES = P(above strike) = 0.190. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 18 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.35 below threshold 0.65,0.0
2026-05-30T21:22:11.196712+00:00,KXBTCD-26MAY3018,KXBTCD-26MAY3018-T74199.99,"Bitcoin price on May 30, 2026?",2026-05-30 6:00 PM EDT,37.8,73873.53,74199.99,above,60m,0.005,0.995,0.2205,0.7795,0.2155,-0.2155,0.3499,NO TRADE,0.8781,0.01,0.75,"Strike within 2% of spot; blended CDF (0.170) with directional (0.173). | Above contract: model YES = P(above strike) = 0.221. | Fusion weights: strike=40%, rule=20%, ML=30%, OB=10%. | Model YES probability is 22 percentage points above market YES price. | Liquidity is acceptable and spread is within threshold.",multiple prices in title; using first/strike match | confidence 0.35 below threshold 0.65,0.0
